Brand,Model,Transmission,Fuel type,Year of Manufacture,Median_Price
Nissan,X-Trail,Automatic,Petrol,2017,18499872.79
Nissan,X-Trail,Automatic,Petrol,2018,18499872.79
Nissan,X-Trail,Automatic,Petrol,2019,18499872.79
Nissan,X-Trail,Automatic,Petrol,2020,18499872.79
Nissan,X-Trail,Automatic,Petrol,2021,18499872.79
Nissan,X-Trail,Automatic,Petrol,2022,29999572.65
Nissan,X-Trail,Automatic,Petrol,2023,29999572.65
Nissan,X-Trail,Automatic,Petrol,2024,29999572.65
Nissan,X-Trail,Automatic,Petrol,2025,29999572.65
Suzuki,Alto,Automatic,Hybrid,2023,7475000.0
Suzuki,Alto,Automatic,Hybrid,2024,7850000.0
Suzuki,Alto,Automatic,Hybrid,2025,8424986.5
Suzuki,Alto,Automatic,Petrol,2004,3500000.0
Suzuki,Alto,Automatic,Petrol,2005,3500056.06
Suzuki,Alto,Automatic,Petrol,2006,3500056.06
Suzuki,Alto,Automatic,Petrol,2007,3850046.76
Suzuki,Alto,Automatic,Petrol,2008,3850000.0
Suzuki,Alto,Automatic,Petrol,2009,3850046.76
Suzuki,Alto,Automatic,Petrol,2010,3850046.76
Suzuki,Alto,Automatic,Petrol,2011,3850046.76
Suzuki,Alto,Automatic,Petrol,2012,5649988.47
Suzuki,Alto,Automatic,Petrol,2013,5649988.47
Suzuki,Alto,Automatic,Petrol,2014,5649988.47
Suzuki,Alto,Automatic,Petrol,2015,5649988.47
Suzuki,Alto,Automatic,Petrol,2016,5485000.0
Suzuki,Alto,Automatic,Petrol,2017,5499987.69
Suzuki,Alto,Automatic,Petrol,2018,5499987.69
Suzuki,Alto,Automatic,Petrol,2019,5499987.69
Suzuki,Alto,Automatic,Petrol,2020,5499987.69
Suzuki,Alto,Automatic,Petrol,2021,7249922.65
Suzuki,Alto,Automatic,Petrol,2022,7249922.65
Suzuki,Alto,Automatic,Petrol,2023,7249922.65
Suzuki,Alto,Automatic,Petrol,2024,7149974.72
Suzuki,Alto,Automatic,Petrol,2025,6499994.58
Suzuki,Alto,Manual,Petrol,2000,2000000.0
Suzuki,Alto,Manual,Petrol,2001,2000030.41
Suzuki,Alto,Manual,Petrol,2002,2000030.41
Suzuki,Alto,Manual,Petrol,2003,2749991.38
Suzuki,Alto,Manual,Petrol,2004,2749991.38
Suzuki,Alto,Manual,Petrol,2005,2749991.38
Suzuki,Alto,Manual,Petrol,2006,2600000.0
Suzuki,Alto,Manual,Petrol,2007,2622500.0
Suzuki,Alto,Manual,Petrol,2008,2622503.64
Suzuki,Alto,Manual,Petrol,2009,2872499.63
Suzuki,Alto,Manual,Petrol,2010,2872499.63
Suzuki,Alto,Manual,Petrol,2011,2876496.62
Suzuki,Alto,Manual,Petrol,2012,2989993.86
Suzuki,Alto,Manual,Petrol,2013,2989993.86
Suzuki,Alto,Manual,Petrol,2014,3419987.81
Suzuki,Alto,Manual,Petrol,2015,3649980.88
Suzuki,Alto,Manual,Petrol,2016,3674973.16
Suzuki,Baleno,Automatic,Petrol,2016,8000000.0
Suzuki,Baleno,Automatic,Petrol,2017,7250000.0
Suzuki,Baleno,Automatic,Petrol,2018,7250030.71
Suzuki,Baleno,Automatic,Petrol,2019,9199978.92
Suzuki,Baleno,Automatic,Petrol,2020,9174979.58
Suzuki,Celerio,Automatic,Petrol,2014,4762500.0
Suzuki,Celerio,Automatic,Petrol,2015,4875000.0
Suzuki,Celerio,Automatic,Petrol,2016,4950000.0
Suzuki,Celerio,Automatic,Petrol,2017,5289991.48
Suzuki,Esteem,Manual,Petrol,2004,2649998.14
Suzuki,Esteem,Manual,Petrol,2005,2390000.0
Suzuki,Esteem,Manual,Petrol,2006,2699996.81
Suzuki,Hustler,Automatic,Hybrid,2015,6700000.0
Suzuki,Hustler,Automatic,Hybrid,2016,6700029.11
Suzuki,Hustler,Automatic,Hybrid,2017,6400000.0
Suzuki,Hustler,Automatic,Hybrid,2018,6400037.08
Suzuki,Hustler,Automatic,Hybrid,2019,6400037.08
Suzuki,Hustler,Automatic,Hybrid,2020,6400037.08
Suzuki,Hustler,Automatic,Hybrid,2021,8399983.96
Suzuki,Hustler,Automatic,Hybrid,2022,8399983.96
Suzuki,Hustler,Automatic,Hybrid,2023,8399983.96
Suzuki,Hustler,Automatic,Hybrid,2024,8789973.6
Suzuki,Hustler,Automatic,Hybrid,2025,8689976.25
Suzuki,Maruti,Manual,Petrol,2001,1699740.72
Suzuki,Maruti,Manual,Petrol,2002,1699740.72
Suzuki,Maruti,Manual,Petrol,2003,1595000.0
Suzuki,Maruti,Manual,Petrol,2004,1732500.0
Suzuki,Maruti,Manual,Petrol,2005,1874358.85
Suzuki,Maruti,Manual,Petrol,2006,1850000.0
Suzuki,Maruti,Manual,Petrol,2007,1825000.0
Suzuki,Maruti,Manual,Petrol,2008,2034356.09
Suzuki,Maruti,Manual,Petrol,2009,1985000.0
Suzuki,Maruti,Manual,Petrol,2010,2174665.76
Suzuki,Maruti,Manual,Petrol,2011,2095000.0
Suzuki,Maruti,Manual,Petrol,2012,2299755.21
Suzuki,SX4,Automatic,Petrol,2007,5500000.0
Suzuki,SX4,Automatic,Petrol,2008,5375000.0
Suzuki,SX4,Automatic,Petrol,2009,5375004.78
Suzuki,SX4,Automatic,Petrol,2010,5789993.76
Suzuki,Spacia,Automatic,Hybrid,2017,6090000.0
Suzuki,Spacia,Automatic,Hybrid,2018,7612500.0
Suzuki,Spacia,Automatic,Hybrid,2019,7612533.15
Suzuki,Spacia,Automatic,Hybrid,2020,7612533.15
Suzuki,Spacia,Automatic,Hybrid,2021,9199990.98
Suzuki,Spacia,Automatic,Hybrid,2022,9199990.98
Suzuki,Spacia,Automatic,Hybrid,2023,9199990.98
Suzuki,Spacia,Automatic,Hybrid,2024,10549955.12
Suzuki,Spacia,Automatic,Hybrid,2025,10849947.16
Suzuki,Spacia,Automatic,Petrol,2015,6800000.0
Suzuki,Spacia,Automatic,Petrol,2016,6800065.01
Suzuki,Spacia,Automatic,Petrol,2017,6750000.0
Suzuki,Spacia,Automatic,Petrol,2018,6750066.34
Suzuki,Spacia,Automatic,Petrol,2019,6750066.34
Suzuki,Spacia,Automatic,Petrol,2020,6750066.34
Suzuki,Spacia,Automatic,Petrol,2021,11849930.87
Suzuki,Spacia,Automatic,Petrol,2022,11849930.87
Suzuki,Spacia,Automatic,Petrol,2023,11849930.87
Suzuki,Spacia,Automatic,Petrol,2024,11849930.87
Suzuki,Spacia,Automatic,Petrol,2025,11589937.78
Suzuki,Swift,Automatic,Hybrid,2017,8800000.0
Suzuki,Swift,Automatic,Hybrid,2018,8800070.74
Suzuki,Swift,Automatic,Hybrid,2019,8800070.74
Suzuki,Swift,Automatic,Hybrid,2020,8800070.74
Suzuki,Swift,Automatic,Hybrid,2021,11053010.9
Suzuki,Swift,Automatic,Hybrid,2022,11053010.9
Suzuki,Swift,Automatic,Hybrid,2023,11053000.0
Suzuki,Swift,Automatic,Hybrid,2024,12499972.46
Suzuki,Swift,Automatic,Hybrid,2025,13499945.9
Suzuki,Swift,Automatic,Petrol,2002,4198455.65
Suzuki,Swift,Automatic,Petrol,2003,3985000.0
Suzuki,Swift,Automatic,Petrol,2004,4387500.0
Suzuki,Swift,Automatic,Petrol,2005,4388424.34
Suzuki,Swift,Automatic,Petrol,2006,5375068.93
Suzuki,Swift,Automatic,Petrol,2007,5375000.0
Suzuki,Swift,Automatic,Petrol,2008,5589325.76
Suzuki,Swift,Automatic,Petrol,2009,5597480.78
Suzuki,Swift,Automatic,Petrol,2010,5500000.0
Suzuki,Swift,Automatic,Petrol,2011,6924733.13
Suzuki,Swift,Automatic,Petrol,2012,6924733.13
Suzuki,Swift,Automatic,Petrol,2013,6924733.13
Suzuki,Swift,Automatic,Petrol,2014,6924733.13
Suzuki,Swift,Automatic,Petrol,2015,8747493.87
Suzuki,Swift,Automatic,Petrol,2016,8747493.87
Suzuki,Swift,Automatic,Petrol,2017,8747493.87
Suzuki,Swift,Automatic,Petrol,2018,8500000.0
Suzuki,Swift,Automatic,Petrol,2019,9724879.58
Suzuki,Swift,Automatic,Petrol,2020,9724879.58
Suzuki,Swift,Automatic,Petrol,2021,9724879.58
Suzuki,Swift,Automatic,Petrol,2022,14498516.24
Suzuki,Swift,Automatic,Petrol,2023,14498516.24
Suzuki,Swift,Automatic,Petrol,2024,14498516.24
Suzuki,Wagon R,Automatic,Hybrid,2016,6700000.0
Suzuki,Wagon R,Automatic,Hybrid,2017,6700059.9
Suzuki,Wagon R,Automatic,Hybrid,2018,6700059.9
Suzuki,Wagon R,Automatic,Hybrid,2019,6700059.9
Suzuki,Wagon R,Automatic,Hybrid,2020,9349982.84
Suzuki,Wagon R,Automatic,Hybrid,2021,9349982.84
Suzuki,Wagon R,Automatic,Hybrid,2022,9349982.84
Suzuki,Wagon R,Automatic,Hybrid,2023,9275000.0
Suzuki,Wagon R,Automatic,Hybrid,2024,9349982.11
Suzuki,Wagon R,Automatic,Hybrid,2025,10099969.59
Suzuki,Wagon R,Automatic,Petrol,2017,6912500.0
Suzuki,Wagon R,Automatic,Petrol,2018,7050000.0
Suzuki,Wagon R,Automatic,Petrol,2019,7200000.0
Suzuki,Wagon R,Automatic,Petrol,2020,7200011.69
Suzuki,Wagon R,Automatic,Petrol,2021,7200011.69
Suzuki,Wagon R,Automatic,Petrol,2022,7275009.69
Suzuki,Wagon R,Automatic,Petrol,2023,7275000.0
Suzuki,Wagon R,Automatic,Petrol,2024,9762443.62
Suzuki,Wagon R FX,Automatic,Hybrid,2017,6200000.0
Suzuki,Wagon R FX,Automatic,Hybrid,2018,6200037.12
Suzuki,Wagon R FX,Automatic,Hybrid,2019,6200037.12
Suzuki,Wagon R FX,Automatic,Hybrid,2020,6200037.12
Suzuki,Wagon R FX,Automatic,Hybrid,2021,8249982.67
Suzuki,Wagon R FX,Automatic,Hybrid,2022,8249982.67
Suzuki,Wagon R FX,Automatic,Hybrid,2023,8249982.67
Suzuki,Wagon R FX,Automatic,Hybrid,2024,8342480.21
Suzuki,Wagon R FX,Automatic,Petrol,2018,6000000.0
Suzuki,Wagon R FX,Automatic,Petrol,2019,6000034.2
Suzuki,Wagon R FX,Automatic,Petrol,2020,7849985.06
Suzuki,Wagon R FX,Automatic,Petrol,2021,7849985.06
Suzuki,Wagon R FX,Automatic,Petrol,2022,7449995.68
Suzuki,Wagon R FX,Automatic,Petrol,2023,7449995.68
Suzuki,Wagon R FX,Automatic,Petrol,2024,7849985.06
Suzuki,Wagon R FZ,Automatic,Petrol,2014,5992500.0
Suzuki,Wagon R FZ,Automatic,Petrol,2015,5992531.77
Suzuki,Wagon R FZ,Automatic,Petrol,2016,6000000.0
Suzuki,Wagon R FZ,Automatic,Petrol,2017,6000031.57
Suzuki,Wagon R FZ,Automatic,Petrol,2018,6650000.0
Suzuki,Wagon R FZ,Automatic,Petrol,2019,6650014.3
Suzuki,Wagon R FZ,Automatic,Petrol,2020,6650014.3
Suzuki,Wagon R FZ,Automatic,Petrol,2021,8349969.15
Suzuki,Wagon R FZ,Automatic,Petrol,2022,8349969.15
Suzuki,Wagon R FZ,Automatic,Petrol,2023,8349969.15
Suzuki,Wagon R FZ,Automatic,Petrol,2024,8949953.21
Suzuki,Wagon R Stingray,Automatic,Hybrid,2014,5700000.0
Suzuki,Wagon R Stingray,Automatic,Hybrid,2015,5857500.0
Suzuki,Wagon R Stingray,Automatic,Hybrid,2016,5857531.87
Suzuki,Wagon R Stingray,Automatic,Hybrid,2017,7189997.98
Suzuki,Wagon R Stingray,Automatic,Hybrid,2018,7489988.51
Suzuki,Wagon R Stingray,Automatic,Hybrid,2019,7489988.51
Suzuki,Wagon R Stingray,Automatic,Hybrid,2020,7489988.51
Suzuki,Wagon R Stingray,Automatic,Hybrid,2021,7489988.51
Suzuki,Wagon R Stingray,Automatic,Hybrid,2022,9049947.08
Suzuki,Wagon R Stingray,Automatic,Hybrid,2023,9049947.08
Suzuki,Wagon R Stingray,Automatic,Hybrid,2024,9049947.08
Suzuki,Wagon R Stingray,Automatic,Petrol,2014,5990000.0
Suzuki,Wagon R Stingray,Automatic,Petrol,2015,6499997.11
Suzuki,Wagon R Stingray,Automatic,Petrol,2016,5925000.0
Suzuki,Wagon R Stingray,Automatic,Petrol,2017,5925012.38
Suzuki,Wagon R Stingray,Automatic,Petrol,2018,7149979.85
Suzuki,XBee,Automatic,Hybrid,2018,8762500.0
Suzuki,XBee,Automatic,Hybrid,2019,8762544.05
Suzuki,XBee,Automatic,Hybrid,2020,8762544.05
Suzuki,XBee,Automatic,Hybrid,2021,10499997.9
Suzuki,XBee,Automatic,Hybrid,2022,10499997.9
Suzuki,XBee,Automatic,Hybrid,2023,10499997.9
Suzuki,XBee,Automatic,Hybrid,2024,11999958.06
Toyota,Allion,Automatic,Petrol,2002,7300000.0
Toyota,Allion,Automatic,Petrol,2003,7499657.41
Toyota,Allion,Automatic,Petrol,2004,7170000.0
Toyota,Allion,Automatic,Petrol,2005,7170830.0
Toyota,Allion,Automatic,Petrol,2006,8245000.0
Toyota,Allion,Automatic,Petrol,2007,8675000.0
Toyota,Allion,Automatic,Petrol,2008,8675065.23
Toyota,Allion,Automatic,Petrol,2009,9875000.0
Toyota,Allion,Automatic,Petrol,2010,10074203.08
Toyota,Allion,Automatic,Petrol,2011,10025000.0
Toyota,Allion,Automatic,Petrol,2012,10374918.47
Toyota,Allion,Automatic,Petrol,2013,12094867.22
Toyota,Allion,Automatic,Petrol,2014,12094867.22
Toyota,Allion,Automatic,Petrol,2015,16349611.22
Toyota,Allion,Automatic,Petrol,2016,16349611.22
Toyota,Allion,Automatic,Petrol,2017,16349611.22
Toyota,Allion,Automatic,Petrol,2018,16274720.39
Toyota,Aqua,Automatic,Hybrid,2011,8500000.0
Toyota,Aqua,Automatic,Hybrid,2012,7700000.0
Toyota,Aqua,Automatic,Hybrid,2013,7890001.0
Toyota,Aqua,Automatic,Hybrid,2014,8490000.0
Toyota,Aqua,Automatic,Hybrid,2015,9449992.01
Toyota,Aqua,Automatic,Hybrid,2016,9587457.91
Toyota,Aqua,Automatic,Hybrid,2017,9587457.91
Toyota,Aqua,Automatic,Hybrid,2018,9587457.91
Toyota,Aqua,Automatic,Hybrid,2019,9587457.91
Toyota,Aqua,Automatic,Hybrid,2020,9587457.91
Toyota,Aqua,Automatic,Hybrid,2021,14849857.77
Toyota,Aqua,Automatic,Hybrid,2022,14849857.77
Toyota,Aqua,Automatic,Hybrid,2023,14849857.77
Toyota,Aqua,Automatic,Hybrid,2024,14849857.77
Toyota,Aqua,Automatic,Petrol,2012,7275000.0
Toyota,Aqua,Automatic,Petrol,2013,7950000.0
Toyota,Aqua,Automatic,Petrol,2014,8075000.0
Toyota,Aqua,Automatic,Petrol,2015,9337486.45
Toyota,Aqua,Automatic,Petrol,2016,9337486.45
Toyota,Aqua,Automatic,Petrol,2017,11499929.01
Toyota,Avanza,Automatic,Petrol,2011,8300000.0
Toyota,Avanza,Automatic,Petrol,2012,8300040.51
Toyota,Avanza,Automatic,Petrol,2013,9500000.0
Toyota,Avanza,Automatic,Petrol,2014,10499982.07
Toyota,Avanza,Automatic,Petrol,2015,10499982.07
Toyota,Avanza,Automatic,Petrol,2016,10999968.79
Toyota,Avanza,Automatic,Petrol,2017,10999968.79
Toyota,Avanza,Manual,Petrol,2008,5500000.0
Toyota,Avanza,Manual,Petrol,2009,5500022.8
Toyota,Avanza,Manual,Petrol,2010,6924984.95
Toyota,Avanza,Manual,Petrol,2011,6649992.25
Toyota,Axio,Automatic,Hybrid,2012,9890000.0
Toyota,Axio,Automatic,Hybrid,2013,9300000.0
Toyota,Axio,Automatic,Hybrid,2014,9700000.0
Toyota,Axio,Automatic,Hybrid,2015,11200000.0
Toyota,Axio,Automatic,Hybrid,2016,12045000.0
Toyota,Axio,Automatic,Hybrid,2017,13744935.15
Toyota,Axio,Automatic,Hybrid,2018,13695000.0
Toyota,Axio,Automatic,Hybrid,2019,15874917.87
Toyota,Axio,Automatic,Hybrid,2020,15874917.87
Toyota,Axio,Automatic,Hybrid,2021,15874917.87
Toyota,Axio,Automatic,Hybrid,2022,16189909.51
Toyota,Axio,Automatic,Hybrid,2023,16189909.51
Toyota,Axio,Automatic,Hybrid,2024,16189909.51
Toyota,Axio,Automatic,Petrol,2007,7300000.0
Toyota,Axio,Automatic,Petrol,2008,7650000.0
Toyota,Axio,Automatic,Petrol,2009,8447430.15
Toyota,Axio,Automatic,Petrol,2010,8120000.0
Toyota,Axio,Automatic,Petrol,2011,8122442.08
Toyota,Axio,Automatic,Petrol,2012,8500000.0
Toyota,Axio,Automatic,Petrol,2013,9799936.42
Toyota,Axio,Automatic,Petrol,2014,11998059.82
Toyota,Axio,Automatic,Petrol,2015,10850000.0
Toyota,Axio,Automatic,Petrol,2016,12497411.0
Toyota,Axio,Automatic,Petrol,2017,12000000.0
Toyota,Axio,Automatic,Petrol,2018,12001944.87
Toyota,Axio,Automatic,Petrol,2019,13298955.76
Toyota,Belta,Automatic,Petrol,2007,6475000.0
Toyota,Belta,Automatic,Petrol,2008,6475012.2
Toyota,Belta,Automatic,Petrol,2009,7137494.6
Toyota,Belta,Automatic,Petrol,2010,7149994.27
Toyota,Belta,Automatic,Petrol,2011,7149994.27
Toyota,Belta,Automatic,Petrol,2012,6974998.92
Toyota,CHR,Automatic,Petrol,2016,13399999.0
Toyota,CHR,Automatic,Petrol,2017,14400000.0
Toyota,CHR,Automatic,Petrol,2018,15497500.0
Toyota,CHR,Automatic,Petrol,2019,16199942.74
Toyota,CHR,Automatic,Petrol,2020,14000000.0
Toyota,CHR,Automatic,Petrol,2021,14000032.08
Toyota,CHR,Automatic,Petrol,2022,17749932.48
Toyota,CHR,Automatic,Petrol,2023,17749932.48
Toyota,CHR,Tiptronic,Petrol,2017,13325000.0
Toyota,CHR,Tiptronic,Petrol,2018,13325098.28
Toyota,CHR,Tiptronic,Petrol,2019,16900000.0
Toyota,CHR,Tiptronic,Petrol,2020,16900003.32
Toyota,CHR,Tiptronic,Petrol,2021,16900003.32
Toyota,CHR,Tiptronic,Petrol,2022,20849898.4
Toyota,CHR,Tiptronic,Petrol,2023,20849898.4
Toyota,Camry,Automatic,Petrol,2005,5600000.0
Toyota,Camry,Automatic,Petrol,2006,5600068.36
Toyota,Camry,Automatic,Petrol,2007,8599988.68
Toyota,Camry,Automatic,Petrol,2008,8499991.33
Toyota,Camry,Automatic,Petrol,2009,8499991.33
Toyota,Camry,Automatic,Petrol,2010,9994951.63
Toyota,Corolla,Automatic,Hybrid,2023,28989962.55
Toyota,Corolla,Automatic,Hybrid,2024,26950000.0
Toyota,Corolla,Automatic,Hybrid,2025,26800000.0
Toyota,Corolla,Automatic,Petrol,2000,5998732.64
Toyota,Corolla,Automatic,Petrol,2001,5998732.64
Toyota,Corolla,Automatic,Petrol,2002,5890000.0
Toyota,Corolla,Automatic,Petrol,2003,6598008.98
Toyota,Corolla,Automatic,Petrol,2004,6025000.0
Toyota,Corolla,Automatic,Petrol,2005,6150000.0
Toyota,Corolla,Automatic,Petrol,2006,6150123.75
Toyota,Corolla,Automatic,Petrol,2007,6799892.63
Toyota,Corolla,Automatic,Petrol,2008,7595000.0
Toyota,Corolla,Automatic,Petrol,2009,7989910.54
Toyota,Corolla,Automatic,Petrol,2010,7989910.54
Toyota,Corolla,Automatic,Petrol,2011,8262399.28
Toyota,Corolla,Automatic,Petrol,2012,8262399.28
Toyota,Corolla,Automatic,Petrol,2013,8262399.28
Toyota,Corolla,Automatic,Petrol,2014,8262399.28
Toyota,Corolla,Automatic,Petrol,2015,12949820.75
Toyota,Corolla,Automatic,Petrol,2016,12949820.75
Toyota,Corolla,Automatic,Petrol,2017,12949820.75
Toyota,Corolla,Automatic,Petrol,2018,15798366.46
Toyota,Corolla,Automatic,Petrol,2019,15650000.0
Toyota,Corolla,Automatic,Petrol,2020,15650699.42
Toyota,Corolla,Automatic,Petrol,2021,15650699.42
Toyota,Corolla,Automatic,Petrol,2022,19998941.67
Toyota,Corolla,Automatic,Petrol,2023,19998941.67
Toyota,Corolla,Manual,Petrol,2000,2800000.0
Toyota,Corolla,Manual,Petrol,2001,2800257.98
Toyota,Corolla,Manual,Petrol,2002,2800257.98
Toyota,Corolla,Manual,Petrol,2003,6850150.4
Toyota,Corolla,Manual,Petrol,2004,6850000.0
Toyota,Corolla,Manual,Petrol,2005,6850150.4
Toyota,Corolla,Manual,Petrol,2006,5400188.92
Toyota,Corolla,Manual,Petrol,2007,5400000.0
Toyota,Corolla,Manual,Petrol,2008,5400188.92
Toyota,Corolla,Manual,Petrol,2009,5400188.92
Toyota,Corolla,Manual,Petrol,2010,5400188.92
Toyota,Corolla,Manual,Petrol,2011,5400188.92
Toyota,Corolla,Manual,Petrol,2012,5400188.92
Toyota,Corolla,Manual,Petrol,2013,5400188.92
Toyota,Corolla,Manual,Petrol,2014,5400188.92
Toyota,Corolla,Manual,Petrol,2015,5400188.92
Toyota,Corolla,Manual,Petrol,2016,34999402.7
Toyota,Corolla,Manual,Petrol,2017,34999402.7
Toyota,Corolla,Manual,Petrol,2018,34999402.7
Toyota,Corolla,Manual,Petrol,2019,34999402.7
Toyota,Corolla,Manual,Petrol,2020,34999402.7
Toyota,Corolla,Manual,Petrol,2021,34999402.7
Toyota,Corolla,Manual,Petrol,2022,34999402.7
Toyota,Corolla,Manual,Petrol,2023,34999402.7
Toyota,Corolla,Manual,Petrol,2024,34999402.7
Toyota,Harrier,Automatic,Hybrid,2008,9775000.0
Toyota,Harrier,Automatic,Hybrid,2009,9775394.54
Toyota,Harrier,Automatic,Hybrid,2010,9775394.54
Toyota,Harrier,Automatic,Hybrid,2011,9775394.54
Toyota,Harrier,Automatic,Hybrid,2012,21750076.46
Toyota,Harrier,Automatic,Hybrid,2013,21750076.46
Toyota,Harrier,Automatic,Hybrid,2014,21750000.0
Toyota,Harrier,Automatic,Hybrid,2015,21990000.0
Toyota,Harrier,Automatic,Hybrid,2016,21990070.09
Toyota,Harrier,Automatic,Hybrid,2017,21990070.09
Toyota,Harrier,Automatic,Hybrid,2018,21990070.09
Toyota,Harrier,Automatic,Hybrid,2019,21990070.09
Toyota,Harrier,Automatic,Hybrid,2020,44999458.91
Toyota,Harrier,Automatic,Hybrid,2021,44999458.91
Toyota,Harrier,Automatic,Hybrid,2022,44999458.91
Toyota,Harrier,Automatic,Hybrid,2023,44999458.91
Toyota,Harrier,Automatic,Petrol,2008,11695000.0
Toyota,Harrier,Automatic,Petrol,2009,11695447.14
Toyota,Harrier,Automatic,Petrol,2010,11695447.14
Toyota,Harrier,Automatic,Petrol,2011,11695447.14
Toyota,Harrier,Automatic,Petrol,2012,20000274.27
Toyota,Harrier,Automatic,Petrol,2013,20000274.27
Toyota,Harrier,Automatic,Petrol,2014,20000000.0
Toyota,Harrier,Automatic,Petrol,2015,28449771.93
Toyota,Harrier,Automatic,Petrol,2016,24500000.0
Toyota,Harrier,Automatic,Petrol,2017,26287457.54
Toyota,Harrier,Automatic,Petrol,2018,26287457.54
Toyota,Harrier,Automatic,Petrol,2019,36899813.24
Toyota,Harrier,Automatic,Petrol,2020,36899813.24
Toyota,Harrier,Automatic,Petrol,2021,36899813.24
Toyota,Harrier,Automatic,Petrol,2022,42499537.63
Toyota,Harrier,Automatic,Petrol,2023,42499537.63
Toyota,Harrier,Automatic,Petrol,2024,37899806.79
Toyota,Harrier,Tiptronic,Petrol,2007,9600000.0
Toyota,Harrier,Tiptronic,Petrol,2008,9800000.0
Toyota,Harrier,Tiptronic,Petrol,2009,9800147.86
Toyota,Harrier,Tiptronic,Petrol,2010,9800147.86
Toyota,Harrier,Tiptronic,Petrol,2011,9800147.86
Toyota,Harrier,Tiptronic,Petrol,2012,9800147.86
Toyota,Harrier,Tiptronic,Petrol,2013,26699698.97
Toyota,Harrier,Tiptronic,Petrol,2014,26699698.97
Toyota,Harrier,Tiptronic,Petrol,2015,26699698.97
Toyota,Harrier,Tiptronic,Petrol,2016,26699698.97
Toyota,Harrier,Tiptronic,Petrol,2017,26699698.97
Toyota,Hilux,Automatic,Diesel,2001,8200000.0
Toyota,Hilux,Automatic,Diesel,2002,8205553.99
Toyota,Hilux,Automatic,Diesel,2003,8205553.99
Toyota,Hilux,Automatic,Diesel,2004,13478034.58
Toyota,Hilux,Automatic,Diesel,2005,13478034.58
Toyota,Hilux,Automatic,Diesel,2006,13478034.58
Toyota,Hilux,Automatic,Diesel,2007,11875000.0
Toyota,Hilux,Automatic,Diesel,2008,12250000.0
Toyota,Hilux,Automatic,Diesel,2009,12258988.11
Toyota,Hilux,Automatic,Diesel,2010,14000000.0
Toyota,Hilux,Automatic,Diesel,2011,14000503.97
Toyota,Hilux,Automatic,Diesel,2012,16472095.7
Toyota,Hilux,Automatic,Diesel,2013,14500000.0
Toyota,Hilux,Automatic,Diesel,2014,14543334.46
Toyota,Hilux,Automatic,Diesel,2015,16448784.6
Toyota,Hilux,Automatic,Diesel,2016,14800000.0
Toyota,Hilux,Automatic,Diesel,2017,14847945.08
Toyota,Hilux,Automatic,Diesel,2018,22854272.18
Toyota,Hilux,Automatic,Diesel,2019,22800000.0
Toyota,Hilux,Automatic,Diesel,2020,22500000.0
Toyota,Hilux,Automatic,Diesel,2021,22536618.51
Toyota,Hilux,Automatic,Diesel,2022,23985060.73
Toyota,Hilux,Automatic,Diesel,2023,25946191.42
Toyota,Hilux,Automatic,Diesel,2024,29853796.42
Toyota,Hilux,Automatic,Diesel,2025,28400000.0
Toyota,Hilux,Manual,Diesel,2002,9996571.69
Toyota,Hilux,Manual,Diesel,2003,9996571.69
Toyota,Hilux,Manual,Diesel,2004,3790000.0
Toyota,Hilux,Manual,Diesel,2005,3794569.79
Toyota,Hilux,Manual,Diesel,2006,10675000.0
Toyota,Hilux,Manual,Diesel,2007,11494711.88
Toyota,Hilux,Manual,Diesel,2008,11494711.88
Toyota,Hilux,Manual,Diesel,2009,7925000.0
Toyota,Hilux,Manual,Diesel,2010,8524952.29
Toyota,Hilux,Manual,Diesel,2011,14121083.07
Toyota,Hilux,Manual,Diesel,2012,14121083.07
